ids	growth	status
{'YGL104C'}	0.08374770604149127	optimal
{'YFR030W'}	0.0	optimal
{'YMR210W'}	0.08374770604148613	optimal
{'YHR039C-A'}	0.08374770604148613	optimal
{'YPL281C'}	0.08374770604148613	optimal
{'YER065C'}	0.08374770604148613	optimal
{'YJL129C'}	0.08374770604148613	optimal
{'YPL110C'}	0.08374770604148613	optimal
{'YIL099W'}	0.08374770604148613	optimal
{'YPL053C'}	0.08374770604148613	optimal
{'YLL018C'}	0.0	optimal
{'YNR057C'}	0.08374770604149495	optimal
{'YER023W'}	0.0	optimal
{'YJL134W'}	0.08374770604148353	optimal
{'YBR021W'}	0.08374770604148353	optimal
{'YFR025C'}	0.0	optimal
{'YLR028C'}	0.08374770604149082	optimal
{'YIR034C'}	0.0	optimal
{'YML004C'}	0.08374770604149143	optimal
{'YER163C'}	0.08374770604149143	optimal
{'YOL126C'}	0.08333607859670583	optimal
{'YOR149C'}	0.08374770604149076	optimal
{'YOR278W'}	0.08374770604149076	optimal
{'YER170W'}	0.08374770604149143	optimal
{'YDR502C'}	0.08374770604149093	optimal
{'YKL152C'}	0.08374770604149093	optimal
{'YPL147W'}	0.08374770604149093	optimal
{'YIL006W'}	0.08374770604149093	optimal
{'YML035C'}	0.08374770604149093	optimal
{'YHR190W'}	0.0	optimal
{'YLR382C'}	0.08374770604149119	optimal
{'YOR011W'}	0.08374770604149119	optimal
{'YBR299W'}	0.08374770604149119	optimal
{'YEL063C'}	0.08374770604149119	optimal
{'YPR159W'}	0.08374770604149119	optimal
{'YIL020C'}	0.0	optimal
{'YOR095C'}	0.0	optimal
{'YHR183W'}	0.08374770604149931	optimal
